evansst01,Montreal Canadiens,MTL
evansst01,Detroit Red Wings,DET
evasode01,Calgary Flames,CAL
evasode01,Dallas Stars,DAL
evasode01,Washington Capitals,WAS
evasode01,Hartford Whalers,HAR
evasode01,San Jose Sharks,SJS
evobi01,Edmonton Oilers,EDO
evobi01,Michigan Stags/Baltimore Blades,MIB
evobi01,Cleveland Crusaders,CLC
ewento01,Mighty Ducks of Anaheim,ANA
ewento01,St. Louis Blues,STL
ewento01,Montreal Canadiens,MTL
ewento01,San Jose Sharks,SJS
exelbga01,Toronto Maple Leafs,TOR
exelbga01,Atlanta Thrashers,ATL
exelbra01,Montreal Canadiens,MTL
exelbra01,Edmonton Oilers,EDM
ezinibi01,Boston Bruins,BOS
ezinibi01,New York Rangers,NYR
ezinibi01,Toronto Maple Leafs,TOR
faheybr01,Washington Capitals,WAS
faheyji01,New Jersey Devils,NJD
faheyji01,San Jose Sharks,SJS
faheytr01,New York Rangers,NYR
fairbbi01,St. Louis Blues,STL
fairbbi01,Minnesota North Stars,MNS
fairbbi01,New York Rangers,NYR
faircca01,St. Louis Blues,STL
faircke01,Colorado Avalanche,COL
faircke01,Dallas Stars,DAL
faircke01,Toronto Maple Leafs,TOR
falkebo01,Edmonton Oilers,EDO
falkebo01,Alberta Oilers,ALB
falkebo01,San Diego Mariners,SDM
falkebo01,Detroit Red Wings,DET
falkju01,Minnesota Wild,MIN
falkmcr01,Minnesota Fighting Saints,MFS
fallopa01,Philadelphia Flyers,PHI
fallopa01,San Jose Sharks,SJS
fallopa01,Pittsburgh Penguins,PIT
fallopa01,Edmonton Oilers,EDM
fallopa01,Ottawa Senators,OTT
fankhsc01,Atlanta Thrashers,ATL
fardari01,Toronto Toros,TOT
fardari01,Birmingham Bulls,BIR
farkaje01,Toronto Maple Leafs,TOR
farkaje01,Atlanta Thrashers,ATL
farrawa01,Chicago Black Hawks,CHI
farrawa01,Chicago Blackhawks,CHI
farremi01,Nashville Predators,NAS
farremi01,Washington Capitals,WAS
farrida01,Quebec Nordiques,QUE
farrida01,New York Rangers,NYR
farrida01,Toronto Maple Leafs,TOR
farrro01,Buffalo Sabres,BUF
fashogo01,Chicago Black Hawks,CHI
fashogo01,Chicago Blackhawks,CHI
fastbr01,Carolina Hurricanes,CAR
fatadr01,New York Islanders,NYI
fatari01,Pittsburgh Penguins,PIT
fatari01,New York Rangers,NYR
fatari01,Calgary Flames,CAL
fatari01,Washington Capitals,WAS
fatari01,Atlanta Thrashers,ATL
faubema01,Pittsburgh Penguins,PIT
faulkal01,Detroit Red Wings,DET
faulkal01,Toronto Maple Leafs,TOR
faulkju01,Carolina Hurricanes,CAR
fausste01,Toronto Maple Leafs,TOR
faustan01,Philadelphia Flyers,PHI
faveldo01,Colorado Rockies,COR
faveldo01,Philadelphia Flyers,PHI
faveldo01,Toronto Maple Leafs,TOR
faynema01,New Jersey Devils,NJD
feamsda01,Chicago Blackhawks,CHI
feamsda01,Chicago Black Hawks,CHI
feathgl01,St. Louis Blues,STL
feathgl01,New York Rangers,NYR
feathgl01,Calgary Flames,CAL
feathgl01,Boston Bruins,BOS
feathgl01,Hartford Whalers,HAR
feathto01,Minnesota North Stars,MNS
feathto01,Toronto Toros,TOT
feathto01,California Golden Seals,CLF
feathto01,Oakland Seals,OAK
federbe01,St. Louis Blues,STL
federbe01,Detroit Red Wings,DET
fedorfe01,New York Rangers,NYR
fedorfe01,Vancouver Canucks,VAN
fedormi01,Houston Aeros,HOU
fedorse01,Columbus Blue Jackets,CBS
fedorse01,Washington Capitals,WAS
fedorse01,Mighty Ducks of Anaheim,ANA
fedorse01,Detroit Red Wings,DET
fedorto01,Minnesota Wild,MIN
fedorto01,Tampa Bay Lightning,TBL
fedorto01,Phoenix Coyotes,PHO
fedorto01,Mighty Ducks of Anaheim,ANA
fedorto01,Anaheim Ducks,AND
fedorto01,Dallas Stars,DAL
fedorto01,Philadelphia Flyers,PHI
fedotan01,Mighty Ducks of Anaheim,ANA
fedotan01,Winnipeg Jets,WIN
fedotru01,Tampa Bay Lightning,TBL
fedotru01,Philadelphia Flyers,PHI
fedotru01,Pittsburgh Penguins,PIT
fedotru01,New York Rangers,NYR
fedotru01,New York Islanders,NYI
fedykbr01,Dallas Stars,DAL
fedykbr01,Detroit Red Wings,DET
fedykbr01,Philadelphia Flyers,PHI
fedykbr01,New York Rangers,NYR
fehrer01,Winnipeg Jets,WPG
fehrer01,Washington Capitals,WAS
felixch01,Washington Capitals,WAS
felsnbr01,Chicago Black Hawks,CHI
felsnbr01,Chicago Blackhawks,CHI
felsnde01,St. Louis Blues,STL
feltrto01,New York Rangers,NYR
feltrto01,Pittsburgh Penguins,PIT
fentopa01,Los Angeles Kings,LAK
fentopa01,Winnipeg Jets,WIN
fentopa01,San Jose Sharks,SJS
fentopa01,Hartford Whalers,HAR
fentopa01,Calgary Flames,CAL
fentopa01,New York Rangers,NYR
fentopa01,Toronto Maple Leafs,TOR
fenyvda01,Philadelphia Flyers,PHI
fenyvda01,Buffalo Sabres,BUF
ferenan01,Boston Bruins,BOS
ferenan01,Calgary Flames,CAL
ferenan01,Pittsburgh Penguins,PIT
ferenbr01,Calgary Flames,CAL
ferenbr01,Florida Panthers,FLO
ferenbr01,Phoenix Coyotes,PHO
fergucr01,Montreal Canadiens,MTL
fergucr01,Calgary Flames,CAL
fergucr01,Florida Panthers,FLO
ferguge01,Pittsburgh Penguins,PIT
ferguge01,Minnesota North Stars,MNS
ferguge01,Toronto Maple Leafs,TOR
fergujo01,Montreal Canadiens,MTL
fergulo01,Detroit Red Wings,DET
fergulo01,Chicago Black Hawks,CHI
fergulo01,Boston Bruins,BOS
fergulo01,Chicago Blackhawks,CHI
ferguno01,Edmonton Oilers,EDO
ferguno01,New York Golden Blades/Jersey Knights,NYJ
ferguno01,California Golden Seals,CLF
ferguno01,Oakland Seals,OAK
ferguno01,New York Raiders,NRA
ferguno01,San Diego Mariners,SDM
fergusc01,Edmonton Oilers,EDM
fergusc01,Mighty Ducks of Anaheim,ANA
fergusc01,Minnesota Wild,MIN
ferguto01,Toronto Maple Leafs,TOR
ferguto01,Vancouver Canucks,VAN
ferguto01,Boston Bruins,BOS
ferlajo01,Montreal Canadiens,MTL
fernama01,Minnesota Wild,MIN
fernama01,Boston Bruins,BOS
fernama01,Dallas Stars,DAL
fernema01,Mighty Ducks of Anaheim,ANA
fernema01,Detroit Red Wings,DET
fernema01,Buffalo Sabres,BUF
fernema01,Washington Capitals,WAS
ferrach01,Washington Capitals,WAS
ferrach01,New York Rangers,NYR
ferrach01,Pittsburgh Penguins,PIT
ferrach01,Edmonton Oilers,EDM
ferrach01,New York Islanders,NYI
ferrape01,Pittsburgh Penguins,PIT
ferrape01,Boston Bruins,BOS
ferrape01,New York Rangers,NYR
ferrape01,Washington Capitals,WAS
ferrara01,New York Islanders,NYI
ferrara01,Los Angeles Kings,LAK
ferrara01,St. Louis Blues,STL
ferrara01,New York Rangers,NYR
ferrara01,Hartford Whalers,HAR
ferrara01,Atlanta Thrashers,ATL
ferribe01,San Jose Sharks,SJS
festebr01,Winnipeg Jets,WPG
festebr01,Anaheim Ducks,AND
fetisvi01,New Jersey Devils,NJD
fetisvi01,Detroit Red Wings,DET
fibigje01,San Jose Sharks,SJS
fichaer01,Nashville Predators,NAS
fichaer01,Carolina Hurricanes,CAR
fichaer01,New York Islanders,NYI
fichaer01,Montreal Canadiens,MTL
fiddlve01,Dallas Stars,DAL
fiddlve01,Nashville Predators,NAS
fiddlve01,Phoenix Coyotes,PHO
fidlemi01,Minnesota North Stars,MNS
fidlemi01,Cleveland Barons,CLE
fidlemi01,Chicago Black Hawks,CHI
fidlemi01,Chicago Blackhawks,CHI
fidlemi01,Hartford Whalers,HAR
fieldgu01,Boston Bruins,BOS
fieldgu01,Chicago Black Hawks,CHI
fieldgu01,Detroit Red Wings,DET
fieldgu01,Chicago Blackhawks,CHI
fieldwi01,Chicago Blackhawks,CHI
fieldwi01,Brooklyn Americans,BKN
fieldwi01,New York Americans,NYA
fieldwi01,Chicago Black Hawks,CHI
fieldwi01,Montreal Canadiens,MTL
figalmi01,Czechoslovakia,CZE
filatni01,Ottawa Senators,OTT
filatni01,Columbus Blue Jackets,CBS
filewjo01,Pittsburgh Penguins,PIT
filimdm01,Ottawa Senators,OTT
fillibo01,Montreal Canadiens,MTL
fillima01,Boston Bruins,BOS
filmoto01,Boston Bruins,BOS
filmoto01,Detroit Falcons,DTF
filmoto01,New York Americans,NYA
filppva01,Detroit Red Wings,DET
fingeje01,Colorado Avalanche,COL
fingeje01,Toronto Maple Leafs,TOR
finkbll01,New York Americans,NYA
finlebr01,Boston Bruins,BOS
finlebr01,Nashville Predators,NAS
finleje01,New York Islanders,NYI
finleje01,New York Rangers,NYR
finleje01,St. Louis Blues,STL
finleje01,Winnipeg Jets,WIN
finleje01,Phoenix Coyotes,PHO
finleje01,Philadelphia Flyers,PHI
finlejo01,Buffalo Sabres,BUF
finnesi01,Chicago Blackhawks,CHI
finnesi01,Chicago Black Hawks,CHI
finnied01,St. Louis Eagles,STE
finnied01,Boston Bruins,BOS
finnifr01,Toronto Maple Leafs,TOR
finnifr01,St. Louis Eagles,STE
finnifr01,Ottawa Senators,OTS
finnst01,Los Angeles Kings,LAK
finnst01,Tampa Bay Lightning,TBL
finnst01,Quebec Nordiques,QUE
fiorepe01,New York Rangers,NYR
fischji01,Detroit Red Wings,DET
fischpa01,Phoenix Coyotes,PHO
fischro01,Buffalo Sabres,BUF
fisetst01,Colorado Avalanche,COL
fisetst01,Quebec Nordiques,QUE
fisetst01,Montreal Canadiens,MTL
fisetst01,Los Angeles Kings,LAK
fisheal01,Toronto St. Patricks,TRS
fisheal01,Calgary Tigers,CAT
fisheal01,Seattle Metropolitans,SEA
fishecr01,Philadelphia Flyers,PHI
fishecr01,Winnipeg Jets,WIN
fishecr01,Florida Panthers,FLO
fishedu01,New York Rangers,NYR
fishedu01,Detroit Red Wings,DET
fishedu01,Boston Bruins,BOS
fishejo01,Detroit Red Wings,DET
fishejo02,Alberta Oilers,ALB
fishemi01,Ottawa Senators,OTT
fishemi01,Nashville Predators,NAS
fistrma01,Dallas Stars,DAL
fitchbo01,Quebec Nordiques,QUN
fitchbo01,Indianapolis Racers,IND
fitchbo01,Quebec Nordiques,QUE
fitchbo01,Edmonton Oilers,EDO
fitzgru01,Pittsburgh Penguins,PIT
fitzgto01,Toronto Maple Leafs,TOR
fitzgto01,Nashville Predators,NAS
fitzgto01,Boston Bruins,BOS
fitzgto01,Colorado Avalanche,COL
fitzgto01,Chicago Blackhawks,CHI
fitzgto01,Chicago Black Hawks,CHI
fitzgto01,New York Islanders,NYI
fitzgto01,Florida Panthers,FLO
fitzgza01,Vancouver Canucks,VAN
fitzpma01,Carolina Hurricanes,CAR
fitzpma01,Tampa Bay Lightning,TBL
fitzpma01,New York Islanders,NYI
fitzpma01,Florida Panthers,FLO
fitzpma01,Chicago Blackhawks,CHI
fitzpma01,Chicago Black Hawks,CHI
fitzpma01,Los Angeles Kings,LAK
fitzpro01,Philadelphia Flyers,PHI
fitzpro02,Philadelphia Flyers,PHI
fitzpro02,Nashville Predators,NAS
fitzpro02,Buffalo Sabres,BUF
fitzpro02,Vancouver Canucks,VAN
fitzpro02,Montreal Canadiens,MTL
fitzpro02,St. Louis Blues,STL
fitzpsa01,New York Rangers,NYR
fitzpsa01,Minnesota North Stars,MNS
flahewa01,Nashville Predators,NAS
flahewa01,New York Islanders,NYI
flahewa01,Tampa Bay Lightning,TBL
flahewa01,San Jose Sharks,SJS
flahewa01,Florida Panthers,FLO
flamafe01,Boston Bruins,BOS
flamafe01,Toronto Maple Leafs,TOR
flatlpa01,New York Rangers,NYR
flatlpa01,New York Islanders,NYI
fleisto01,Colorado Avalanche,COL
fleisto01,Washington Capitals,WAS
fleisto01,Florida Panthers,FLO
flemige01,Montreal Canadiens,MTL
flemire01,Chicago Black Hawks,CHI
flemire01,Montreal Canadiens,MTL
flemire01,Buffalo Sabres,BUF
flemire01,Chicago Blackhawks,CHI
flemire01,New York Rangers,NYR
flemire01,Chicago Cougars,CHC
flemire01,Boston Bruins,BOS
flemire01,Philadelphia Flyers,PHI
flescjo01,Colorado Rockies,COR
flescjo01,Pittsburgh Penguins,PIT
flescjo01,Minnesota North Stars,MNS
fletcst01,Montreal Canadiens,MTL
fletcst01,Winnipeg Jets,WIN
flettbi01,Edmonton Oilers,EDM
flettbi01,Toronto Maple Leafs,TOR
flettbi01,Edmonton Oilers,EDO
flettbi01,Philadelphia Flyers,PHI
flettbi01,Atlanta Flames,ATF
flettbi01,Los Angeles Kings,LAK
fleurma01,Pittsburgh Penguins,PIT
fleurth01,Calgary Flames,CAL
fleurth01,Colorado Avalanche,COL
fleurth01,Chicago Black Hawks,CHI
fleurth01,Chicago Blackhawks,CHI
fleurth01,New York Rangers,NYR
flichto01,Winnipeg Jets,WIN
flinnry01,Los Angeles Kings,LAK
flockro01,Minnesota North Stars,MNS
flockro01,Vancouver Canucks,VAN
flockro02,Montreal Canadiens,MTL
flockro02,Boston Bruins,BOS
flockro02,Pittsburgh Penguins,PIT
flockro02,Philadelphia Flyers,PHI
flockro02,St. Louis Blues,STL
floodma01,Winnipeg Jets,WPG
floodma01,New York Islanders,NYI
floydla01,New Jersey Devils,NJD
fochtda01,Phoenix Coyotes,PHO
fochtda01,Pittsburgh Penguins,PIT
fogarbr01,Quebec Nordiques,QUE
fogarbr01,Pittsburgh Penguins,PIT
fogarbr01,Montreal Canadiens,MTL
fogolle01,Chicago Blackhawks,CHI
fogolle01,Chicago Black Hawks,CHI
fogolle01,Detroit Red Wings,DET
fogolle02,Edmonton Oilers,EDM
fogolle02,Buffalo Sabres,BUF
folcope01,Toronto Toros,TOT
folcope01,Vancouver Canucks,VAN
folcope01,Birmingham Bulls,BIR
foleyge01,New York Rangers,NYR
foleyge01,Los Angeles Kings,LAK
foleyge01,Toronto Maple Leafs,TOR
foleyri01,Chicago Black Hawks,CHI
foleyri01,Toronto Toros,TOT
foleyri01,Philadelphia Flyers,PHI
foleyri01,Detroit Red Wings,DET
foleyri01,Chicago Blackhawks,CHI
foligma01,Buffalo Sabres,BUF
foligmi01,Detroit Red Wings,DET
foligmi01,Buffalo Sabres,BUF
foligmi01,Florida Panthers,FLO
foligmi01,Toronto Maple Leafs,TOR
foligni01,Ottawa Senators,OTT
folkbi01,Detroit Red Wings,DET
fontajo01,Minnesota North Stars,MNS
fontale01,Detroit Red Wings,DET
fontale01,Michigan Stags/Baltimore Blades,MIB
fonteva01,New York Rangers,NYR
fonteva01,Detroit Red Wings,DET
fonteva01,Edmonton Oilers,EDO
fonteva01,Pittsburgh Penguins,PIT
fonteva01,Alberta Oilers,ALB
fontilo01,Montreal Canadiens,MTL
fontilo01,New York Rangers,NYR
footead01,Columbus Blue Jackets,CBS
footead01,Quebec Nordiques,QUE
footead01,Colorado Avalanche,COL
forbeco01,New York Rangers,NYR
forbeco01,Philadelphia Flyers,PHI
forbeco01,Ottawa Senators,OTT
forbeco01,Tampa Bay Lightning,TBL
forbeco01,Washington Capitals,WAS
forbeda01,Boston Bruins,BOS
forbeda01,Cincinnati Stingers,CIN
forbeda01,Washington Capitals,WAS
forbeja01,New York Americans,NYA
forbeja01,Philadelphia Quakers,PHQ
forbeja01,Hamilton Tigers,HAM
forbeja01,Toronto St. Patricks,TRS
forbemi01,Edmonton Oilers,EDM
forbemi01,Boston Bruins,BOS
fordbr01,Pittsburgh Penguins,PIT
fordbr01,Quebec Nordiques,QUE
fordmi01,Winnipeg Jets,WIJ
fordmi01,Calgary Cowboys,CAC
foreyco01,Chicago Cougars,CHC
foreyco01,St. Louis Blues,STL
forregr01,Montreal Shamrocks,MOS
forsbpe01,Nashville Predators,NAS
forsbpe01,Philadelphia Flyers,PHI
forsbpe01,Quebec Nordiques,QUE
forsbpe01,Colorado Avalanche,COL
forseja01,Toronto Maple Leafs,TOR
forslgu01,Ottawa Senators,OTS
forslto01,Calgary Flames,CAL
forsyal01,Washington Capitals,WAS
fortida01,Toronto Maple Leafs,TOR
fortida01,Vancouver Canucks,VAN
fortida01,New York Islanders,NYI
fortida01,Indianapolis Racers,IND
fortifl01,Quebec Nordiques,QUN
fortije01,Washington Capitals,WAS
fortima01,Los Angeles Kings,LAK
fortima01,Quebec Nordiques,QUE
fortima01,Ottawa Senators,OTT
fortira01,St. Louis Blues,STL
fortujo01,Edmonton Oilers,EDO
fortuma01,Dallas Stars,DAL
fosteal01,Toronto Maple Leafs,TOR
fostebr01,Florida Panthers,FLO
fosteco01,Philadelphia Flyers,PHI
fosteco01,New Jersey Devils,NJD
fosteco01,New York Islanders,NYI
fosteco01,Pittsburgh Penguins,PIT
fostedw01,New Jersey Devils,NJD
fostedw01,Colorado Rockies,COR
fostedw01,Detroit Red Wings,DET
fostedw01,Boston Bruins,BOS
fostehe01,New York Rangers,NYR
fosteku01,New Jersey Devils,NJD
fosteku01,Tampa Bay Lightning,TBL
fosteku01,Atlanta Thrashers,ATL
fosteku01,Anaheim Ducks,AND
fosteku01,Minnesota Wild,MIN
fosteku01,Edmonton Oilers,EDM
fosteno01,Boston Bruins,BOS
fosteno01,Edmonton Oilers,EDM
fosteyi01,Boston Bruins,BOS
fosteyi01,New York Rangers,NYR
fosteyi01,Detroit Red Wings,DET
fotiuni01,New York Rangers,NYR
fotiuni01,Hartford Whalers,HAR
fotiuni01,Calgary Flames,CAL
fotiuni01,Edmonton Oilers,EDM
fotiuni01,Philadelphia Flyers,PHI
fotiuni01,New England Whalers,NEW
foucakr01,Minnesota Wild,MIN
fountmi01,Carolina Hurricanes,CAR
fountmi01,Vancouver Canucks,VAN
fountmi01,Ottawa Senators,OTT
fournja01,Ottawa Senators,OT1
fournja01,Montreal Canadiens,MOC
fowleca01,Anaheim Ducks,AND
fowlehe01,Seattle Metropolitans,SEA
fowlehe01,Boston Bruins,BOS
fowlehe01,Victoria Cougars,VC1
fowlehe01,Victoria Aristocrats,VA2
fowlehe01,Edmonton Eskimos,EDE
fowlehe01,Spokane Canaries,SPO
fowleji01,Toronto Maple Leafs,TOR
fowleto01,Chicago Blackhawks,CHI
fowleto01,Chicago Black Hawks,CHI
foxgr01,Chicago Blackhawks,CHI
foxgr01,Chicago Black Hawks,CHI
foxgr01,Pittsburgh Penguins,PIT
foxgr01,Atlanta Flames,ATF
foxji01,Los Angeles Kings,LAK
foyma01,Minnesota Wild,MIN
foystfr01,Detroit Cougars,DTC
foystfr01,Seattle Metropolitans,SEA
foystfr01,Toronto Blueshirts,TBS
foystfr01,Victoria Cougars,VIC
frampbo01,Montreal Canadiens,MTL
francbo01,Detroit Red Wings,DET
francem01,Chicago Black Hawks,CHI
francem01,Chicago Blackhawks,CHI
francem01,New York Rangers,NYR
franclo01,Toronto Maple Leafs,TOR
franclo01,Buffalo Sabres,BUF
franclo01,Washington Capitals,WAS
francro01,Carolina Hurricanes,CAR
francro01,Pittsburgh Penguins,PIT
francro01,Hartford Whalers,HAR
francro01,Toronto Maple Leafs,TOR
frankji01,Detroit Red Wings,DET
frankji01,New York Rangers,NYR
frankji01,Boston Bruins,BOS
fransco01,Toronto Maple Leafs,TOR
fransco01,Nashville Predators,NAS
franzjo01,Detroit Red Wings,DET
frasear01,New York Rangers,NYR
frasech01,Hamilton Tigers,HAM
fraseco01,Los Angeles Kings,LAK
fraseco01,Edmonton Oilers,EDM
fraseco01,Chicago Black Hawks,CHI
fraseco01,Chicago Blackhawks,CHI
frasecu01,Minnesota North Stars,MNS
frasecu01,Vancouver Canucks,VAN
frasecu01,Chicago Black Hawks,CHI
frasecu01,Chicago Blackhawks,CHI
frasego01,Seattle Metropolitans,SEA
frasego01,Chicago Blackhawks,CHI
frasego01,Victoria Cougars,VIC
frasego01,Philadelphia Quakers,PHQ
frasego01,Montreal Canadiens,MTL
frasego01,Detroit Cougars,DTC
frasego01,Pittsburgh Pirates,PIP
frasego01,Chicago Black Hawks,CHI
fraseha01,Chicago Black Hawks,CHI
fraseha01,Chicago Blackhawks,CHI
fraseia01,San Jose Sharks,SJS
fraseia01,Winnipeg Jets,WIN
fraseia01,Quebec Nordiques,QUE
fraseia01,New York Islanders,NYI
fraseia01,Dallas Stars,DAL
fraseia01,Edmonton Oilers,EDM
fraseja01,Renfrew Creamery Kings,REN
fraseja02,New York Islanders,NYI
frasema01,New Jersey Devils,NJD
frasema02,Dallas Stars,DAL
fraseri01,Indianapolis Racers,IND
frasesc01,New York Rangers,NYR
frasesc01,Montreal Canadiens,MTL
frasesc01,Edmonton Oilers,EDM
frattma01,Toronto Maple Leafs,TOR
frawlda01,Pittsburgh Penguins,PIT
frawlda01,Chicago Black Hawks,CHI
frawlda01,Chicago Blackhawks,CHI
freadky01,Tampa Bay Lightning,TBL
frechcl01,Montreal Canadiens,MOC
fredera01,Chicago Black Hawks,CHI
fredera01,Chicago Blackhawks,CHI
fredhkr01,Minnesota Wild,MIN
fredrfr01,Victoria Cougars,VIC
fredrfr01,Boston Bruins,BOS
fredrfr01,Pittsburgh Pirates,PIP
fredrfr01,Detroit Falcons,DTF
fredrfr01,Victoria Aristocrats,VA2
fredrfr01,Victoria Cougars,VC1
fredrfr01,Detroit Cougars,DTC
freerma01,Ottawa Senators,OTT
freerma01,Calgary Flames,CAL
freerma01,Philadelphia Flyers,PHI
frencjo01,San Diego Mariners,SDM
frencjo01,New England Whalers,NEW
frencjo01,Indianapolis Racers,IND
frewir01,Montreal Canadiens,MTL
frewir01,St. Louis Eagles,STE
frewir01,Montreal Maroons,MTM
fridati01,Detroit Red Wings,DET
fridgda01,Hartford Whalers,HAR
frieddo01,Nashville Predators,NAS
frieddo01,Edmonton Oilers,EDM
friesje01,Mighty Ducks of Anaheim,ANA
friesje01,San Jose Sharks,SJS
friesje01,Washington Capitals,WAS
friesje01,New Jersey Devils,NJD
friesje01,Calgary Flames,CAL
frieska01,New Jersey Devils,NJD
friesro01,Minnesota North Stars,MNS
frigle01,Chicago Blackhawks,CHI
frigle01,California Golden Seals,CLF
frigle01,Chicago Black Hawks,CHI
frigle01,Cleveland Barons,CLE
frigle01,St. Louis Blues,STL
frisctr01,Columbus Blue Jackets,CBS
fritsda01,New York Rangers,NYR
fritsda01,Minnesota Wild,MIN
fritsda01,Columbus Blue Jackets,CBS
fritsja01,Philadelphia Flyers,PHI
fritzmi01,New York Islanders,NYI
froesbo01,New York Rangers,NYR
froesbo01,Philadelphia Flyers,PHI
frogrjo01,Toronto Maple Leafs,TOR
frolimi01,Chicago Blackhawks,CHI
frolimi01,Florida Panthers,FLO
frolimi01,Chicago Black Hawks,CHI
froloal01,Los Angeles Kings,LAK
froloal01,New York Rangers,NYR
frostha01,Boston Bruins,BOS
frycemi01,Toronto Maple Leafs,TOR
frycemi01,Quebec Nordiques,QUE
frycemi01,Edmonton Oilers,EDM
frycemi01,Detroit Red Wings,DET
frydabo01,Montreal Canadiens,MTL
ftorero01,Detroit Red Wings,DET
ftorero01,New York Rangers,NYR
ftorero01,Quebec Nordiques,QUE
ftorero01,Cincinnati Stingers,CIN
ftorero01,Phoenix Roadrunners,PHR
fuhrgr01,Toronto Maple Leafs,TOR
fuhrgr01,Edmonton Oilers,EDM
fuhrgr01,Los Angeles Kings,LAK
fuhrgr01,Buffalo Sabres,BUF
fuhrgr01,Calgary Flames,CAL
fuhrgr01,St. Louis Blues,STL
fukufyu01,Los Angeles Kings,LAK
fullala01,Washington Capitals,WAS
funkmi01,Buffalo Sabres,BUF
fuscoma01,Hartford Whalers,HAR
fusseow01,Washington Capitals,WAS
gaborma01,Minnesota Wild,MIN
gaborma01,New York Rangers,NYR
gadsbbi01,Detroit Red Wings,DET
gadsbbi01,Chicago Blackhawks,CHI
gadsbbi01,New York Rangers,NYR
gadsbbi01,Chicago Black Hawks,CHI
gaetzli01,Minnesota North Stars,MNS
gaetzli01,San Jose Sharks,SJS
gagejo01,Detroit Red Wings,DET
gagejo01,Buffalo Sabres,BUF
gagejo02,Edmonton Oilers,EDM
gagnear01,Edmonton Eskimos,EDE
gagnear01,Regina Capitals,REG
gagnear01,Boston Bruins,BOS
gagnear01,Montreal Canadiens,MTL
gagnear01,Ottawa Senators,OTS
gagnear01,Detroit Falcons,DTF
gagneda01,New York Rangers,NYR
gagneda01,Calgary Flames,CAL
gagneda01,Florida Panthers,FLO
gagneda01,Toronto Maple Leafs,TOR
gagneda01,Minnesota North Stars,MNS
gagneda01,Dallas Stars,DAL
gagneda01,Vancouver Canucks,VAN
gagnepa01,New York Islanders,NYI
gagnepa01,Colorado Rockies,COR
gagnepa01,Toronto Maple Leafs,TOR
gagnepa01,New Jersey Devils,NJD
gagnepi01,Boston Bruins,BOS
gagnesa01,Edmonton Oilers,EDM
gagnesi01,Philadelphia Flyers,PHI
gagnesi01,Los Angeles Kings,LAK
gagnesi01,Tampa Bay Lightning,TBL
gagnoaa01,Dallas Stars,DAL
gagnoaa01,Winnipeg Jets,WPG
gagnoda01,Detroit Red Wings,DET
gagnoge01,Chicago Black Hawks,CHI
gagnoge01,Chicago Blackhawks,CHI
gagnoge01,Kansas City Scouts,KCS
gagnoge01,Montreal Canadiens,MTL
gagnoge01,New York Islanders,NYI
gagnojo01,Boston Bruins,BOS
gagnojo01,New York Americans,NYA
gagnojo01,Montreal Canadiens,MTL
gagnose01,Phoenix Coyotes,PHO
gagnose01,Ottawa Senators,OTT
gainebo01,Montreal Canadiens,MTL
gainest01,Dallas Stars,DAL
gainest01,Phoenix Coyotes,PHO
gainodu01,Boston Bruins,BOS
gainodu01,Montreal Maroons,MTM
gainodu01,Ottawa Senators,OTS
gainodu01,New York Rangers,NYR
galanma01,Tampa Bay Lightning,TBL
galanma01,New York Rangers,NYR
galanma01,Pittsburgh Penguins,PIT
galanma01,Atlanta Thrashers,ATL
galarmi01,Hartford Whalers,HAR
galbrpe01,Ottawa Senators,OTS
galbrpe01,Boston Bruins,BOS
galiatj01,San Jose Sharks,SJS
galiatj01,Colorado Avalanche,COL
gallage01,Tampa Bay Lightning,TBL
gallage01,Detroit Red Wings,DET
gallago01,Minnesota Fighting Saints,MFS
gallago01,Quebec Nordiques,QUN
gallago01,Minnesota Fighting Saints,MF2
gallago01,Birmingham Bulls,BIR
gallajo01,Montreal Maroons,MTM
gallajo01,New York Americans,NYA
gallajo01,Detroit Red Wings,DET
gallega01,New York Islanders,NYI
gallega01,Philadelphia Flyers,PHI
gallega01,Buffalo Sabres,BUF
gallega01,Washington Capitals,WAS
gallega01,Boston Bruins,BOS
gallega01,Los Angeles Kings,LAK
gallido01,Boston Bruins,BOS
gallija01,Minnesota North Stars,MNS
gamacsi01,Toronto Maple Leafs,TOR
gamacsi01,Atlanta Thrashers,ATL
gamacsi01,Nashville Predators,NAS
gamacsi01,St. Louis Blues,STL
gamblbr01,Boston Bruins,BOS
gamblbr01,New York Rangers,NYR
gamblbr01,Toronto Maple Leafs,TOR
gamblbr01,Philadelphia Flyers,PHI
gambldi01,Chicago Blackhawks,CHI
gambldi01,Chicago Black Hawks,CHI
gambldi01,Montreal Canadiens,MTL
gambldi01,Toronto Maple Leafs,TOR
gambltr01,Vancouver Canucks,VAN
